year,interpolated,sigma_mean_CO2,trend,fluctuation,date
-294523.17,206.7,3,,,
-295432.11,212.7,3,,,
-296896.75,213.1,3,,,
-298772.5,217.1,3,,,
-299444.16,224.4,3,,,
-300183.75,231,3,,,
-301093.5,236.1,3,,,
-302152.07,239,3,,,
-303183.88,236,3,,,
-304168.8,240.2,3,,,
-305167.69,240.7,3,,,
-305846.03,250.2,3,,,
-306649,248.6,3,,,
-307531.15,244.8,3,,,
-308393.58,225.8,3,,,
-309491.61,227.8,3,,,
-310078.86,226.2,3,,,
-310843.98,233.2,3,,,
-311737.91,237.8,3,,,
-312661.31,239,3,,,
-313411.01,241.9,3,,,
-314119.73,251.6,3,,,
-314904.09,256.7,3,,,
-315725.4,257.1,3,,,
-316518.6,246.8,3,,,
-317217.75,272.6,3,,,
-318000.43,251.6,3,,,
-318920.48,245.2,3,,,
-319897.54,233.4,3,,,
-320984.22,255.8,3,,,
-321885.33,249.2,3,,,
-323451.23,257.2,3,,,
-324234.8,260.4,3,,,
-325075.29,260.3,3,,,
-325890.88,260.5,3,,,
-326658.97,266.2,3,,,
-327503.72,264,3,,,
-328154.69,266.1,3,,,
-328838.63,270.1,3,,,
-329482.17,271.9,3,,,
-330121.21,275.1,3,,,
-331361.43,265,3,,,
-332212,271.7,3,,,
-332866.5,272.6,3,,,
-333567.97,273.1,3,,,
-334065.44,282.4,3,,,
-334417.38,289.1,3,,,
-334611.77,288.4,3,,,
-335170.19,298.6,3,,,
-335775.39,278.1,3,,,
-336445.42,285.8,3,,,
-336935.7,278.6,3,,,
-337584.55,270.5,3,,,
-338281.38,255.7,3,,,
-339059.32,241.9,3,,,
-340051.77,239.6,3,,,
-340802.96,234.2,3,,,
-342859.44,250.1,3,,,
-343991.47,200.7,3,,,
-345068.73,205.2,3,,,
-346388.79,204.8,3,,,
-347612.69,211.9,3,,,
-349206.97,220.3,3,,,
-351744.23,221.1,3,,,
-353242.48,216.2,3,,,
-354480.86,209.4,3,,,
-355885.65,209.2,3,,,
-359078.26,193,3,,,
-360751.72,186.1,3,,,
-362635.48,185.8,3,,,
-365258.11,201.2,3,,,
-368133.78,206.3,3,,,
-371453.75,201.9,3,,,
-373525.5,199.9,3,,,
-375272.48,214.7,3,,,
-377102.76,224.6,3,,,
-378828.12,229.6,3,,,
-382999.37,227,3,,,
-384625.33,240,3,,,
-386351.59,239.1,3,,,
-387892.7,246.8,3,,,
-389478.09,245.8,3,,,
-392355.13,258.1,3,,,
-393045.03,259.5,3,,,
-394071.57,273.6,3,,,
-394973.98,260.7,3,,,
-398343.01,276.3,3,,,
-399994.04,277.1,3,,,
-400777.96,283.2,3,,,
-402208.8,283.1,3,,,
-402927.72,275.7,3,,,
-404381.18,276.5,3,,,
-405130.51,280.5,3,,,
-406610.68,279.6,3,,,
-407350.38,285.6,3,,,
-408886.6,284.5,3,,,
-409666.12,274.7,3,,,
-410521.68,282.6,3,,,
-411415.85,283.5,3,,,
-413326.53,274.9,3,,,
-414278.74,264.9,3,,,
-415247.47,271.6,3,,,
-416013.49,276.4,1.6,,,
-416493.2,271.7,1.2,,,
-417508.32,273.4,1.5,,,
-418024.66,271.8,1.7,,,
-418573.18,274.6,1.8,,,
-419643.66,273.7,0.8,,,
-420201.64,271.2,1.5,,,
-420769.64,273.8,1.6,,,
-421980.03,268.6,1.4,,,
-422600.53,266.4,1.8,,,
-423293.38,270.6,1.1,,,
-424575.63,267.7,2.9,,,
-425200.14,268.3,1.9,,,
-425808.79,270.8,1.1,,,
-426305.15,270,2.5,,,
-426689.44,265.4,2,,,
-427222.84,255.3,1.3,,,
-428009.28,252.1,0.7,,,
-428908.08,248.2,0.9,,,
-429246.24,242.5,1.5,,,
-431091.64,219.7,1.7,,,
-432247.19,227.2,2.2,,,
-433918.18,211.5,1.7,,,
-434446.95,207.6,1.3,,,
-436007.57,209.8,1.6,,,
-437553.3,207.5,1.3,,,
-439131.3,200.3,1.6,,,
-440727.46,201.7,1.6,,,
-442298.66,201.3,1.1,,,
-443912.53,202,1.5,,,
-445399.61,199.1,1.1,,,
-447287.06,201.1,0.9,,,
-448527.06,203.5,0.6,,,
-449638.92,208.1,1.8,,,
-450710.77,201.7,1.7,,,
-451815.16,201.2,2.1,,,
-452803.72,204.9,1.4,,,
-453843.52,201.9,1.8,,,
-454932.19,198.4,1.3,,,
-456069.49,193.3,1.6,,,
-457182.32,192.5,1,,,
-457813.01,199.1,0.6,,,
-458276.17,204.3,1,,,
-458861.89,203.3,1,,,
-459279.43,208.3,1.4,,,
-460320.09,202.4,1.3,,,
-461353.94,195.5,0.8,,,
-462481.98,190.7,1.9,,,
-463594.53,194.4,0.7,,,
-464667.35,199.9,2.6,,,
-465333.24,205.2,0.9,,,
-465669.61,210,0.7,,,
-466700.18,208.1,2.2,,,
-467774.52,204.4,1.9,,,
-468945.59,203.4,1.2,,,
-470108.01,205.5,0.9,,,
-470793.86,206.5,0.9,,,
-471268.67,215.5,2.3,,,
-471892.41,218.7,0.9,,,
-472330.95,229.2,1.4,,,
-472931.15,232.7,0.7,,,
-473285.7,243.7,1.8,,,
-473868.73,243.9,1.1,,,
-474160.24,245.6,0.9,,,
-475041.99,241.2,1.7,,,
-475993.08,233.1,0.6,,,
-477017.68,232.8,1.1,,,
-478008.88,236.6,1,,,
-478960.34,239.1,0.9,,,
-479470.83,236.5,1.2,,,
-479843.57,231.3,1,,,
-480396.18,220.8,0.7,,,
-480794.56,218.8,2.3,,,
-481730.84,223.8,1.4,,,
-482648.84,223.4,1.7,,,
-483463.26,227.3,1.3,,,
-484247.67,231.4,1.1,,,
-485004.06,231.4,1.3,,,
-485735.4,231.2,1.2,,,
-486466.55,233,1.4,,,
-487197.13,232.9,1.2,,,
-487915.95,231.3,1.2,,,
-488633.33,237.1,1.8,,,
-489369.97,242,0.2,,,
-489787.67,240.9,0.4,,,
-490094.17,252.8,2.5,,,
-490562.79,249.3,2.7,,,
-490801.83,242.6,0.6,,,
-491518.96,243.3,1.3,,,
-492222.43,246.7,1.6,,,
-492931.66,243.7,1.4,,,
-493660.99,239.7,1.9,,,
-494368.27,239.1,1.2,,,
-495092.01,238.3,2,,,
-495793.57,238.5,1.4,,,
-496511.95,237.6,1.6,,,
-497255.51,236.4,2.1,,,
-498033.86,236.5,1.7,,,
-498805.3,232.8,0.8,,,
-499594.66,230.6,0.5,,,
-500372.66,230.8,1,,,
-501151.84,228.2,1.7,,,
-501929.3,230.8,1.4,,,
-502705.52,231.2,0.8,,,
-503486.81,232,1.6,,,
-504245.07,232.2,1.4,,,
-504979.66,234.1,0.8,,,
-505752.12,233.9,1.1,,,
-506551.61,235.5,1.8,,,
-507380.28,236,2.1,,,
-508185.6,238.2,0.9,,,
-509008.86,237,0.8,,,
-509852.86,240.3,0.7,,,
-510720.21,233.4,1,,,
-511580.33,236.4,1.4,,,
-512431.66,235.2,0.5,,,
-513272.62,242,0.8,,,
-514101,238.2,1,,,
-514915.66,239.2,1.2,,,
-515718.66,241.5,1.3,,,
-516488.86,243,0.5,,,
-517222.86,247.2,2.2,,,
-517943.89,246.2,2.6,,,
-518668.34,245.5,1.1,,,
-519397.01,245.3,1.3,,,
-520141.24,247.7,1.4,,,
-520889.69,245.5,0.8,,,
-521642.35,243.5,0.7,,,
-523869.7,241.9,1.4,,,
-524638.75,236.8,0.8,,,
-525404.88,235.8,1.2,,,
-526174.88,233.7,0.7,,,
-526963.69,230.3,0.8,,,
-527766.57,227.8,0.6,,,
-528584.57,224.7,1.9,,,
-529471.31,222.7,1,,,
-530358.39,221.2,1.2,,,
-531269.26,220.3,0.5,,,
-532146.64,220.7,0.9,,,
-532660.41,214.5,0.5,,,
-533055.45,211.4,2.2,,,
-533622.25,204.4,0.6,,,
-534000.12,200,0.8,,,
-534736.06,195.1,0.7,,,
-535111.44,193.8,0.8,,,
-535762.93,190.5,1.7,,,
-536246.35,199.8,1.2,,,
-537402.35,199.4,0.8,,,
-538508.64,205,0.9,,,
-539581.7,206.4,0.7,,,
-540651.7,212.9,1.3,,,
-541721.7,211.2,0.7,,,
-542808.09,205,0.8,,,
-543912.75,203.6,1.2,,,
-544953.87,208.1,0.8,,,
-545932.79,210.3,1.6,,,
-546898.03,209.6,1.6,,,
-547874.56,209.7,0.8,,,
-548838.66,204.6,1.9,,,
-549787.99,202.5,1.6,,,
-550298.61,208.8,0.7,,,
-550650.43,213.6,0.9,,,
-551448.97,215.2,0.5,,,
-552178.97,219.9,0.5,,,
-552749.44,221.7,1.4,,,
-553088.8,222.3,0.9,,,
-553313.87,226.3,0.9,,,
-553687.27,222.1,1.1,,,
-553876.53,220.3,0.3,,,
-554547.5,223.6,1.1,,,
-555226.23,224.3,2.2,,,
-555910.23,226.7,1.2,,,
-556474.9,233.9,1.5,,,
-556991.17,241,1.4,,,
-557266.53,243,0.8,,,
-557452.93,249.1,2.1,,,
-557725.02,244,1.5,,,
-557906.09,250.5,0.8,,,
-558222.44,245.6,1.3,,,
-558373.9,240.4,0.9,,,
-558845.57,238.1,1.2,,,
-559383.89,234.5,1,,,
-559704.64,229.7,0.4,,,
-559940.5,230.2,0.7,,,
-560504.5,230.3,1.5,,,
-561033.48,228.3,0.9,,,
-561518.62,231.6,1.2,,,
-561955.95,231.9,1.2,,,
-562378.37,234.6,1.5,,,
-562723.48,234.1,0.9,,,
-563202.73,240.1,2.1,,,
-563603.62,242.3,0.5,,,
-563995.78,245.7,1.8,,,
-564378.44,245.8,0.5,,,
-564792.24,247.6,1.5,,,
-565202.18,251.4,1.7,,,
-565606.84,252.4,1.7,,,
-565963.52,252.6,1,,,
-566313.18,251.4,0.7,,,
-566656.52,253.7,0.8,,,
-566986.23,254.3,1.6,,,
-567307.37,253.9,0.7,,,
-567616.53,254.5,1.6,,,
-567952.77,253.2,0.9,,,
-568272.02,253.9,1.2,,,
-568602.12,252.8,1.1,,,
-568998.03,253,0.6,,,
-569382.47,250.2,0.4,,,
-569751.81,251.3,1.3,,,
-570135.13,250,1.3,,,
-570531.34,251.3,1.3,,,
-570930.01,251.8,1.2,,,
-571329.32,251.8,1.3,,,
-571701.24,249.6,0.5,,,
-572042.57,251.6,1.7,,,
-572383.38,250.3,1.04,,,
-572737.75,246.31,1.15,,,
-573121.4,247.66,0.68,,,
-573543.63,249.19,1.08,,,
-573980.9,248.72,0.39,,,
-574432.53,251.77,1.78,,,
-574873.88,251.86,0.7,,,
-575301.84,252.08,1.3,,,
-575722.41,248.86,0.98,,,
-576180.73,252.54,0.52,,,
-576666.98,252.9,1.06,,,
-577182.98,251.3,1.06,,,
-577721.73,251.34,1.13,,,
-578264.23,251.08,0.6,,,
-578810.23,249.06,0.48,,,
-579348.43,252.92,1.07,,,
-579901,251.47,1.8,,,
-580278.38,244.14,1.67,,,
-580469.66,243.81,0.87,,,
-580881.88,236.17,0.3,,,
-581186.53,230.26,0.57,,,
-581614.41,225.21,1.57,,,
-581996.18,219.41,0.81,,,
-582522.41,215.45,1.07,,,
-582904.18,209.88,1.18,,,
-583642.13,206.68,0.51,,,
-584026.68,210.64,0.64,,,
-586788.72,223.96,0.87,,,
-587239.73,225.99,1.45,,,
-587956.55,234.4,0.5,,,
-588347.23,238.78,0.98,,,
-589008.78,246.35,1.8,,,
-589493.23,250.2,0.4,,,
-590108.03,248.1,0.56,,,
-590556.68,243.56,0.76,,,
-591087.35,237.38,0.75,,,
-592451.35,225.68,1.13,,,
-592853.4,229.39,1.25,,,
-593629.13,233.16,0.28,,,
-594114.63,238.15,0.89,,,
-594931.69,237.98,1.05,,,
-595504.35,232.92,0.6,,,
-596289.44,221.22,1.77,,,
-596859.01,216.44,0.91,,,
-597871.49,216.27,1.48,,,
-598397.63,219.02,1,,,
-599286.1,225.97,1.14,,,
-599882.51,229.38,1.39,,,
-601323.03,232.45,1.3,,,
-602668.63,237.86,0.79,,,
-604017.03,239.14,1.09,,,
-605371.03,244.53,0.7,,,
-606693.79,248.48,1.68,,,
-608047.18,254.58,1.22,,,
-609315.18,259.22,1.82,,,
-610497.38,257.74,0.46,,,
-611618.89,257.82,2.11,,,
-611668.51,259.68,1.16,,,
-612829.85,258.14,1.41,,,
-614010.68,256.19,0.39,,,
-615208.48,252.75,1.06,,,
-616367,252.9,0.62,,,
-616424.48,252.73,0.94,,,
-617677.45,252.64,1.06,,,
-619021.63,248.29,1,,,
-620351.63,245.89,0.29,,,
-621719.33,243.53,0.81,,,
-623018.61,243.89,2.84,,,
-623122.83,239.19,0.83,,,
-624564.83,237.93,1.02,,,
-625465.8,235.02,0.35,,,
-626115.38,228.51,0.88,,,
-627037.31,215.71,0.48,,,
-627897.98,205.76,0.94,,,
-629207.5,199.52,0.77,,,
-629837.73,205.27,0.87,,,
-629933.98,200.78,0.5,,,
-631594.2,200.46,1.81,,,
-632424.82,196.5,1.51,,,
-634145.42,193.1,1.55,,,
-634949.02,195.95,1.53,,,
-635076.91,194.86,1.76,,,
-636589.44,194,0.66,,,
-637782.25,195.33,1.85,,,
-639486.15,188.85,0.96,,,
-640440.13,190.18,0.5,,,
-642142.48,191.38,1.05,,,
-642924.53,191.56,1.13,,,
-644368.71,195.31,1.25,,,
-645218.53,195.82,0.95,,,
-646444.83,189.89,2.02,,,
-647322.73,191.85,1,,,
-648680.3,193.48,0.74,,,
-649258.98,196.17,0.44,,,
-650416.34,189.25,1.22,,,
-651014.98,193.44,0.71,,,
-652172.14,187.27,0.54,,,
-652776.83,186.79,0.97,,,
-653798.13,192.87,1.85,,,
-654506.53,194.82,0.98,,,
-655592.23,200,0.53,,,
-656200.53,200.35,0.75,,,
-657248.97,192.93,0.65,,,
-657722.09,189.23,1.78,,,
-657789.88,190.88,0.87,,,
-658831.98,184.1,0.29,,,
-659361.7,187.38,1.06,,,
-659479.78,185.68,0.41,,,
-660531.43,188.43,0.95,,,
-661186.2,193.97,0.99,,,
-661283.78,191.59,0.77,,,
-662350.06,189.69,1.52,,,
-662864.49,193.91,2.12,,,
-662945.43,190.86,1.02,,,
-664005.4,191.02,1.2,,,
-664388.28,192.55,1.3,,,
-664475.97,187.77,0.83,,,
-665389.82,180.17,1.12,,,
-665904.4,180.54,1.12,,,
-666821.24,174.77,1.04,,,
-667477.74,173.71,1.38,,,
-668483.14,177.71,0.68,,,
-668983.42,180.67,0.71,,,
-669887.18,187.66,0.18,,,
-670364.2,191.51,0.92,,,
-671138.63,194.88,0.97,,,
-671525.81,196.83,0.69,,,
-672218.76,194.79,0.58,,,
-672829.26,197.13,0.99,,,
-673763.99,201.12,1,,,
-674297.26,204.67,0.73,,,
-675096.28,211.69,0.58,,,
-675474.41,216.12,0.81,,,
-676598.62,222.57,0.76,,,
-677220.19,219.96,0.61,,,
-677668.62,216.59,0.93,,,
-678396.06,218.21,1.38,,,
-678809.5,220.09,1.52,,,
-679523.25,229.16,0.81,,,
-679803.05,232.7,0.9,,,
-680380.46,233.61,0.55,,,
-680695.49,233.11,1.16,,,
-681293.55,225.81,1.21,,,
-681737.81,227.9,1.32,,,
-682411.59,221.31,0.89,,,
-682807.97,219.14,0.95,,,
-683525.74,220.24,1.68,,,
-683896.63,222.7,0.6,,,
-684491.56,225.64,1.65,,,
-684825.94,224.36,1.29,,,
-685362.72,221.82,0.77,,,
-685747.75,220.62,0.7,,,
-686336.99,220.63,1.39,,,
-686649.69,222.62,1.05,,,
-687221.92,222.7,1.05,,,
-687513.38,222.97,1.24,,,
-688068.26,226.73,1,,,
-688368.01,227.65,1.34,,,
-688877.75,227.64,1.14,,,
-689225.71,230.67,1.66,,,
-689761.14,232.07,1.29,,,
-690019.33,232.27,1.49,,,
-690542.53,235.8,0.99,,,
-690804.27,236.45,0.53,,,
-691289.71,239.29,1.05,,,
-691535.55,238.42,1.24,,,
-692035.84,239.38,1.95,,,
-692386.22,243.56,0.56,,,
-692900.34,239.3,1.27,,,
-693144.97,238.47,2.15,,,
-693641.92,243.7,2.1,,,
-693889.17,237.76,0.84,,,
-694348.23,239.34,0.99,,,
-694604.7,240.46,0.71,,,
-695017.02,239.31,0.91,,,
-695327.14,239.8,1.42,,,
-695800.19,236.8,0.57,,,
-696049.76,238.74,1.46,,,
-696502.77,238.05,1.52,,,
-696712.71,238.13,1.28,,,
-697158.17,239.44,0.96,,,
-697410.33,238.42,1.11,,,
-697814.56,239.88,1.27,,,
-698106.88,241.03,0.79,,,
-698573.42,240.9,1.92,,,
-698821.11,241.83,0.73,,,
-699283.63,238.86,1.02,,,
-699506.9,239.01,0.65,,,
-699932.59,239.73,0.8,,,
-700171.57,237.21,0.55,,,
-700552.9,236.72,0.65,,,
-700882.72,236.61,0.48,,,
-701336.41,235.42,0.97,,,
-701592.4,232.46,0.54,,,
-702061.03,230.88,1.02,,,
-702268.8,232.16,0.75,,,
-702802.15,232.18,1.62,,,
-703077.86,230.59,0.26,,,
-703536.4,233.35,1.26,,,
-703863.95,232.28,1.12,,,
-704318.4,232.83,0.52,,,
-704649.69,233.54,1.36,,,
-705121.22,234.04,0.46,,,
-705311.79,235.09,1.68,,,
-705794.83,237.18,1.33,,,
-706121.08,237.66,1.57,,,
-706560.83,236.05,1.75,,,
-706778.62,236.05,0.93,,,
-707378.58,238.85,0.8,,,
-707711.61,233.51,1.46,,,
-708267.56,233.58,1,,,
-708481.33,233.11,1.01,,,
-709027.03,234.84,1.15,,,
-709521.67,231.43,0.86,,,
-709977.43,230.51,0.99,,,
-710524.33,227.03,0.73,,,
-711051.24,224.9,0.62,,,
-711466.92,225.39,0.29,,,
-712089.35,224.12,1.49,,,
-712311.61,224,1.45,,,
-713380.38,223.89,0.47,,,
-714133.46,227.64,1.61,,,
-714471.68,227.08,2.01,,,
-715183.61,223.14,0.59,,,
-715633.26,227.58,0.55,,,
-716378.04,213.6,0.66,,,
-716653.79,210.51,1.65,,,
-717416.15,198.43,1.17,,,
-718023.36,189.88,1.13,,,
-718846.23,193.46,1.64,,,
-719355.06,200.82,0.75,,,
-720155.17,212.03,0.84,,,
-720658.64,217.04,0.9,,,
-721475.4,219.2,1.18,,,
-721757.74,218.96,1.27,,,
-722573.69,216.1,2.02,,,
-723062.47,212.11,0.69,,,
-723848.11,212.55,1.77,,,
-724209.88,214.01,1.19,,,
-725043.24,210.48,0.37,,,
-725542.31,211.49,1.28,,,
-726317.47,211.08,1.07,,,
-726644.74,211.43,0.77,,,
-727966.38,210.07,1.62,,,
-728661.78,210.24,0.83,,,
-729055.41,211.08,0.78,,,
-729904.82,210.01,1.01,,,
-730328.19,212.17,1.72,,,
-730976.19,210.16,0.69,,,
-731252.11,210.7,0.34,,,
-731928.88,211.62,0.36,,,
-732389.63,213.73,1.89,,,
-733061.38,208.11,1.24,,,
-733396.88,207.72,0.81,,,
-734090.11,210.6,1.03,,,
-734530.5,216.15,1.81,,,
-735202.45,214.66,0.71,,,
-735477.79,217.88,0.83,,,
-736175.19,217.19,1.38,,,
-736590.1,213.14,1.66,,,
-737337.7,206.92,1.56,,,
-737728,204.52,1.49,,,
-738648.87,191.74,0.93,,,
-739242.44,185.61,0.33,,,
-740174.33,185.4,2.38,,,
-740528.8,183.39,2.4,,,
-741397.78,184.77,2.07,,,
-741942.01,189.14,1.31,,,
-742712.63,188.65,2.71,,,
-743130.05,187.33,0.72,,,
-744026.96,188.18,0.91,,,
-744591.02,188.97,0.9,,,
-745738.93,187.29,1.24,,,
-746687.81,190.24,0.42,,,
-747244.92,187.92,0.32,,,
-748008.08,187.95,1.27,,,
-748404.76,187.54,0.84,,,
-749330.81,188.68,1.26,,,
-749882.06,190.17,1.76,,,
-750774.32,192.08,1.57,,,
-751104.13,191.3,1.38,,,
-752041.75,193.55,1.88,,,
-752633.76,197.5,1.3,,,
-753556.95,195.43,0.34,,,
-754002.53,203.9,1.84,,,
-755182.46,199.05,1.7,,,
-755654.71,203.3,1.53,,,
-756634.05,208.1,1.96,,,
-756918.56,209.45,1.36,,,
-757853.33,213.61,2.15,,,
-758430.3,218.35,2.34,,,
-759203.57,222.72,1.5,,,
-759629.76,226.94,1.42,,,
-759946.09,223.02,0.68,,,
-760176.15,225.37,1.75,,,
-760583.94,225.62,2.33,,,
-761007.82,222.71,1.23,,,
-761932.37,216.64,0.75,,,
-762233.92,214.69,1.12,,,
-763169.68,214,1.86,,,
-763838.46,219.95,0.23,,,
-764744.76,223.89,2.06,,,
-765249.7,222.93,0.92,,,
-765654.52,233.66,3.05,,,
-765919.36,229.41,2.67,,,
-766256.38,232.12,1.38,,,
-766876.79,230.62,0.89,,,
-767815.04,224.86,1.56,,,
-768185.14,223.82,0.51,,,
-769129.26,221.64,0.41,,,
-769719.3,225.87,0.95,,,
-770667.03,230.63,2.11,,,
-771088.55,229.56,1.8,,,
-771587.21,236.32,1.64,,,
-771880.55,234.24,1.61,,,
-772243.14,239.71,1.87,,,
-772542.44,243.89,1.1,,,
-772805.84,246.49,2.17,,,
-773063.52,243.85,2.09,,,
-773317.7,246.03,2.45,,,
-773752.35,237.78,1.51,,,
-774112.02,239.23,1,,,
-775026.69,238.39,2.26,,,
-775605.89,241.74,0.87,,,
-776400.14,245.32,0.36,,,
-776850.58,248.92,0.63,,,
-777749.63,247.3,2.01,,,
-778300.67,252.46,0.67,,,
-779125.86,254.93,0.48,,,
-779435.43,254.69,1.13,,,
-780256.8,254.43,2.36,,,
-780787.32,252.52,0.93,,,
-781630.71,257.21,0.6,,,
-781954.56,251.51,0.7,,,
-782796.33,257.44,0.65,,,
-783266.41,255.02,1.06,,,
-784329.64,260.92,2.51,,,
-785101.96,255.85,0.66,,,
-785586.93,259.66,0.24,,,
-786257.48,262.23,2.57,,,
-786631.14,264.35,1.38,,,
-787423.39,269.36,1.26,,,
-787871.45,266,0.73,,,
-788547.12,257.2,1.52,,,
-788759.75,257.02,2.69,,,
-789561.92,238.64,0.78,,,
-790020.89,235.49,2.99,,,
-790707.29,227.38,0.84,,,
-791124.76,230.55,1.77,,,
-792098.66,224.69,3.67,,,
-792685.18,214.45,2.53,,,
-793587.27,213.36,1.6,,,
-793920.64,218.39,1.93,,,
-795190.33,208.79,1.67,,,
-795755.2,204.62,1.99,,,
-796920.47,198.79,2.1,,,
-797446.7,197.91,1.42,,,
-798749.18,200.49,2.19,,,
-801303.94,198.68,1.74,,,
-802939.97,198.66,0.98,,,
-803777.13,202.65,1.04,,,
-803993.16,202.92,2.06,,,
-804077.75,207.5,0.92,,,
-804590.55,204.86,1.64,,,
-805200.32,202.23,0.69,,,
-805736.75,207.29,2.2,,,